"","date","zip","num_odor_complaints"
"1875",2018-08-01,90003,1
"1876",2018-08-01,90278,1
"1877",2018-08-01,90723,3
"1878",2018-08-01,90740,1
"1879",2018-08-01,90807,3
"1880",2018-08-01,90810,1
"1881",2018-08-01,91701,1
"1882",2018-08-01,91739,1
"1883",2018-08-01,92870,1
"1884",2018-08-02,90012,1
"1885",2018-08-02,90220,1
"1886",2018-08-02,90248,1
"1887",2018-08-02,90710,3
"1888",2018-08-02,90717,2
"1889",2018-08-02,90802,1
"1890",2018-08-02,90807,2
"1891",2018-08-02,91326,1
"1892",2018-08-02,91355,1
"1893",2018-08-02,91746,1
"1894",2018-08-02,92856,1
"1895",2018-08-03,90022,1
"1896",2018-08-03,90023,1
"1897",2018-08-03,90040,1
"1898",2018-08-03,90041,1
"1899",2018-08-03,90069,1
"1900",2018-08-03,90742,2
"1901",2018-08-03,90745,1
"1902",2018-08-03,91746,1
"1903",2018-08-03,92280,1
"1904",2018-08-03,92605,1
"1905",2018-08-03,92627,1
"1906",2018-08-03,92649,1
"1907",2018-08-03,92806,1
"1908",2018-08-03,92880,1
"1909",2018-08-03,NA,2
"1910",2018-08-04,91746,1
"1911",2018-08-04,92647,1
"1912",2018-08-04,92782,1
"1913",2018-08-04,92880,1
"1914",2018-08-05,90245,1
"1915",2018-08-05,90250,2
"1916",2018-08-05,90640,1
"1917",2018-08-05,91006,1
"1918",2018-08-06,90023,2
"1919",2018-08-06,90230,1
"1920",2018-08-06,90266,1
"1921",2018-08-06,90804,2
"1922",2018-08-06,90807,1
"1923",2018-08-06,91746,1
"1924",2018-08-06,92880,1
"1925",2018-08-07,90058,2
"1926",2018-08-07,90063,1
"1927",2018-08-07,90221,1
"1928",2018-08-07,90277,1
"1929",2018-08-07,90502,1
"1930",2018-08-07,90710,1
"1931",2018-08-07,90802,3
"1932",2018-08-07,90805,1
"1933",2018-08-07,91342,1
"1934",2018-08-07,91355,1
"1935",2018-08-07,91746,2
"1936",2018-08-07,91770,1
"1937",2018-08-07,92883,1
"1938",2018-08-08,90007,1
"1939",2018-08-08,90023,1
"1940",2018-08-08,90058,3
"1941",2018-08-08,90201,1
"1942",2018-08-08,90277,2
"1943",2018-08-08,90620,1
"1944",2018-08-08,90740,1
"1945",2018-08-08,90812,1
"1946",2018-08-08,91310,1
"1947",2018-08-08,91344,1
"1948",2018-08-08,91352,2
"1949",2018-08-08,91744,1
"1950",2018-08-08,91746,1
"1951",2018-08-08,92507,1
"1952",2018-08-08,92856,2
"1953",2018-08-08,92865,1
"1954",2018-08-08,93510,1
"1955",2018-08-09,90003,1
"1956",2018-08-09,90022,1
"1957",2018-08-09,90058,1
"1958",2018-08-09,90091,1
"1959",2018-08-09,90250,1
"1960",2018-08-09,90745,2
"1961",2018-08-09,91310,1
"1962",2018-08-09,91342,1
"1963",2018-08-09,91344,1
"1964",2018-08-09,92602,1
"1965",2018-08-09,92605,1
"1966",2018-08-09,92648,1
"1967",2018-08-09,92880,1
"1968",2018-08-10,90063,1
"1969",2018-08-10,90245,1
"1970",2018-08-10,90740,3
"1971",2018-08-10,90745,1
"1972",2018-08-10,90803,2
"1973",2018-08-10,91103,1
"1974",2018-08-10,91326,1
"1975",2018-08-10,91342,1
"1976",2018-08-10,92649,1
"1977",2018-08-11,90058,1
"1978",2018-08-11,90601,1
"1979",2018-08-11,90720,1
"1980",2018-08-11,90740,1
"1981",2018-08-11,92880,1
"1982",2018-08-12,90720,1
"1983",2018-08-12,90802,1
"1984",2018-08-12,92581,1
"1985",2018-08-13,90802,1
"1986",2018-08-13,91355,1
"1987",2018-08-13,91746,1
"1988",2018-08-13,92545,1
"1989",2018-08-13,92605,1
"1990",2018-08-13,92649,1
"1991",2018-08-13,92880,4
"1992",2018-08-14,90064,1
"1993",2018-08-14,90065,1
"1994",2018-08-14,90232,1
"1995",2018-08-14,90501,1
"1996",2018-08-14,90802,2
"1997",2018-08-14,91344,1
"1998",2018-08-14,91354,1
"1999",2018-08-14,92605,11
"2000",2018-08-14,92630,1
"2001",2018-08-14,92646,1
"2002",2018-08-14,92647,4
"2003",2018-08-14,92648,8
"2004",2018-08-14,92701,1
"2005",2018-08-14,92728,2
"2006",2018-08-14,92880,3
"2007",2018-08-15,90027,2
"2008",2018-08-15,90717,1
"2009",2018-08-15,90744,1
"2010",2018-08-15,90805,1
"2011",2018-08-15,91746,1
"2012",2018-08-15,92571,1
"2013",2018-08-15,92605,1
"2014",2018-08-15,92880,5
"2015",2018-08-16,90001,1
"2016",2018-08-16,90003,1
"2017",2018-08-16,90042,1
"2018",2018-08-16,90058,1
"2019",2018-08-16,90250,1
"2020",2018-08-16,90814,1
"2021",2018-08-16,91739,1
"2022",2018-08-16,92346,1
"2023",2018-08-16,92607,1
"2024",2018-08-16,92626,5
"2025",2018-08-16,92627,12
"2026",2018-08-16,92646,13
"2027",2018-08-16,92648,2
"2028",2018-08-16,92649,1
"2029",2018-08-16,92657,1
"2030",2018-08-16,92660,1
"2031",2018-08-16,92663,4
"2032",2018-08-16,92701,1
"2033",2018-08-16,92704,1
"2034",2018-08-16,92705,1
"2035",2018-08-16,92708,3
"2036",2018-08-16,92728,2
"2037",2018-08-16,92832,1
"2038",2018-08-16,92866,1
"2039",2018-08-16,92880,1
"2040",2018-08-16,NA,3
"2041",2018-08-17,90023,1
"2042",2018-08-17,90046,1
"2043",2018-08-17,90245,1
"2044",2018-08-17,90250,1
"2045",2018-08-17,90504,1
"2046",2018-08-17,90680,1
"2047",2018-08-17,90731,1
"2048",2018-08-17,90805,1
"2049",2018-08-17,90815,1
"2050",2018-08-17,91310,1
"2051",2018-08-17,91326,1
"2052",2018-08-17,91344,1
"2053",2018-08-17,91605,1
"2054",2018-08-17,91709,1
"2055",2018-08-17,91739,1
"2056",2018-08-17,91765,1
"2057",2018-08-17,92405,1
"2058",2018-08-17,92503,1
"2059",2018-08-17,92585,1
"2060",2018-08-17,92604,1
"2061",2018-08-17,92607,3
"2062",2018-08-17,92614,1
"2063",2018-08-17,92625,4
"2064",2018-08-17,92626,3
"2065",2018-08-17,92627,10
"2066",2018-08-17,92646,5
"2067",2018-08-17,92648,1
"2068",2018-08-17,92649,3
"2069",2018-08-17,92651,3
"2070",2018-08-17,92657,3
"2071",2018-08-17,92660,4
"2072",2018-08-17,92661,1
"2073",2018-08-17,92663,4
"2074",2018-08-17,92683,3
"2075",2018-08-17,92701,1
"2076",2018-08-17,92703,2
"2077",2018-08-17,92705,1
"2078",2018-08-17,92706,1
"2079",2018-08-17,92707,3
"2080",2018-08-17,92708,1
"2081",2018-08-17,92728,1
"2082",2018-08-17,92780,1
"2083",2018-08-17,92802,2
"2084",2018-08-17,92806,1
"2085",2018-08-17,92832,1
"2086",2018-08-17,92835,1
"2087",2018-08-17,92841,2
"2088",2018-08-17,92856,1
"2089",2018-08-17,92869,1
"2090",2018-08-17,92870,2
"2091",2018-08-17,92885,1
"2092",2018-08-18,90810,1
"2093",2018-08-18,92602,1
"2094",2018-08-18,92607,1
"2095",2018-08-18,92646,1
"2096",2018-08-18,92649,1
"2097",2018-08-18,92660,1
"2098",2018-08-18,92662,1
"2099",2018-08-18,92688,1
"2100",2018-08-18,92706,2
"2101",2018-08-18,92880,1
"2102",2018-08-19,90745,1
"2103",2018-08-19,91606,1
"2104",2018-08-19,92657,1
"2105",2018-08-19,92728,1
"2106",2018-08-19,92880,5
"2107",2018-08-20,90007,1
"2108",2018-08-20,90744,1
"2109",2018-08-20,90805,1
"2110",2018-08-20,91605,1
"2111",2018-08-20,91706,1
"2112",2018-08-20,92620,1
"2113",2018-08-20,92626,1
"2114",2018-08-20,92627,1
"2115",2018-08-20,92821,1
"2116",2018-08-20,92822,1
"2117",2018-08-20,92856,1
"2118",2018-08-20,92865,8
"2119",2018-08-20,92880,1
"2120",2018-08-21,90007,1
"2121",2018-08-21,90008,1
"2122",2018-08-21,90027,3
"2123",2018-08-21,90245,1
"2124",2018-08-21,90250,1
"2125",2018-08-21,90605,1
"2126",2018-08-21,90710,1
"2127",2018-08-21,90805,1
"2128",2018-08-21,91310,1
"2129",2018-08-21,91324,1
"2130",2018-08-21,91765,1
"2131",2018-08-21,92627,2
"2132",2018-08-21,92683,1
"2133",2018-08-21,92880,2
"2134",2018-08-22,90016,1
"2135",2018-08-22,90046,1
"2136",2018-08-22,90047,1
"2137",2018-08-22,90058,1
"2138",2018-08-22,90250,1
"2139",2018-08-22,90251,1
"2140",2018-08-22,90277,1
"2141",2018-08-22,90280,1
"2142",2018-08-22,90723,3
"2143",2018-08-22,90805,1
"2144",2018-08-22,91342,1
"2145",2018-08-22,92592,1
"2146",2018-08-22,92614,1
"2147",2018-08-22,92648,2
"2148",2018-08-22,92657,1
"2149",2018-08-22,92663,1
"2150",2018-08-22,92856,2
"2151",2018-08-22,92865,3
"2152",2018-08-22,92880,4
"2153",2018-08-23,90003,1
"2154",2018-08-23,90005,1
"2155",2018-08-23,90057,1
"2156",2018-08-23,90250,2
"2157",2018-08-23,90710,1
"2158",2018-08-23,90803,1
"2159",2018-08-23,91310,1
"2160",2018-08-23,91746,2
"2161",2018-08-23,92570,1
"2162",2018-08-23,92592,1
"2163",2018-08-23,92605,1
"2164",2018-08-23,92625,1
"2165",2018-08-23,92648,1
"2166",2018-08-23,92703,1
"2167",2018-08-23,92728,1
"2168",2018-08-24,90745,1
"2169",2018-08-24,90805,1
"2170",2018-08-24,91301,1
"2171",2018-08-24,91307,1
"2172",2018-08-24,91746,1
"2173",2018-08-24,92264,1
"2174",2018-08-24,92648,1
"2175",2018-08-24,92683,1
"2176",2018-08-24,92871,1
"2177",2018-08-24,92878,1
"2178",2018-08-24,92880,1
"2179",2018-08-25,90007,1
"2180",2018-08-25,90250,2
"2181",2018-08-25,90266,1
"2182",2018-08-25,90720,1
"2183",2018-08-25,90740,2
"2184",2018-08-25,91326,1
"2185",2018-08-25,92606,1
"2186",2018-08-25,92708,1
"2187",2018-08-25,92782,1
"2188",2018-08-25,92880,4
"2189",2018-08-26,90710,1
"2190",2018-08-26,92708,1
"2191",2018-08-27,90023,1
"2192",2018-08-27,90059,1
"2193",2018-08-27,90232,1
"2194",2018-08-27,90280,1
"2195",2018-08-27,90670,1
"2196",2018-08-27,91344,1
"2197",2018-08-27,91746,1
"2198",2018-08-27,92503,1
"2199",2018-08-27,92841,1
"2200",2018-08-27,NA,1
"2201",2018-08-28,90026,1
"2202",2018-08-28,90046,1
"2203",2018-08-28,90058,1
"2204",2018-08-28,90601,1
"2205",2018-08-28,90620,1
"2206",2018-08-28,90624,1
"2207",2018-08-28,90717,1
"2208",2018-08-28,90740,1
"2209",2018-08-28,90744,1
"2210",2018-08-28,90806,1
"2211",2018-08-28,91342,1
"2212",2018-08-28,91384,1
"2213",2018-08-28,91710,1
"2214",2018-08-28,92592,1
"2215",2018-08-28,92605,1
"2216",2018-08-28,92625,1
"2217",2018-08-28,92627,2
"2218",2018-08-28,92649,1
"2219",2018-08-28,92880,1
"2220",2018-08-28,92883,1
"2221",2018-08-29,90042,1
"2222",2018-08-29,90220,1
"2223",2018-08-29,90245,1
"2224",2018-08-29,90248,1
"2225",2018-08-29,90250,13
"2226",2018-08-29,90720,2
"2227",2018-08-29,91105,1
"2228",2018-08-29,91354,1
"2229",2018-08-29,91730,1
"2230",2018-08-29,92605,1
"2231",2018-08-29,92648,1
"2232",2018-08-29,92701,1
"2233",2018-08-29,92865,1
"2234",2018-08-29,92880,2
"2235",2018-08-30,90034,1
"2236",2018-08-30,90042,1
"2237",2018-08-30,90201,1
"2238",2018-08-30,90248,1
"2239",2018-08-30,90250,5
"2240",2018-08-30,90404,1
"2241",2018-08-30,90620,1
"2242",2018-08-30,90670,1
"2243",2018-08-30,90803,2
"2244",2018-08-30,91303,1
"2245",2018-08-30,91310,1
"2246",2018-08-30,92845,2
"2247",2018-08-30,92883,1
"2248",2018-08-31,90044,1
"2249",2018-08-31,90049,1
"2250",2018-08-31,90245,1
"2251",2018-08-31,90248,2
"2252",2018-08-31,90250,3
"2253",2018-08-31,90504,1
"2254",2018-08-31,90661,1
"2255",2018-08-31,90720,2
"2256",2018-08-31,90723,1
"2257",2018-08-31,90740,4
"2258",2018-08-31,90802,1
"2259",2018-08-31,90803,4
"2260",2018-08-31,90814,1
"2261",2018-08-31,91352,2
"2262",2018-08-31,92647,1
"2263",2018-08-31,92649,2
"2264",2018-08-31,92675,1
"2265",2018-09-01,90803,7
"2266",2018-09-01,90814,1
"2267",2018-09-01,91006,2
"2268",2018-09-01,92683,2
"2269",2018-09-01,92782,1
"2270",2018-09-01,92880,4
"2271",2018-09-02,90710,1
"2272",2018-09-02,90803,15
"2273",2018-09-02,90807,2
"2274",2018-09-02,90813,1
"2275",2018-09-02,90814,15
"2276",2018-09-02,92646,2
"2277",2018-09-02,92647,1
"2278",2018-09-02,92880,1
"2279",2018-09-03,90250,1
"2280",2018-09-03,90266,1
"2281",2018-09-03,90803,1
"2282",2018-09-03,90805,1
"2283",2018-09-03,90814,2
"2284",2018-09-03,92262,1
"2285",2018-09-03,92264,1
"2286",2018-09-03,92627,1
"2287",2018-09-03,92657,1
"2288",2018-09-03,92780,1
"2289",2018-09-03,92880,2
"2290",2018-09-03,NA,1
"2291",2018-09-04,90016,1
"2292",2018-09-04,90034,1
"2293",2018-09-04,90058,1
"2294",2018-09-04,90245,1
"2295",2018-09-04,90248,5
"2296",2018-09-04,90602,1
"2297",2018-09-04,90606,1
"2298",2018-09-04,90745,1
"2299",2018-09-04,90803,4
"2300",2018-09-04,90814,1
"2301",2018-09-04,91066,1
"2302",2018-09-04,92606,1
"2303",2018-09-04,92648,1
"2304",2018-09-04,92870,1
"2305",2018-09-04,92880,1
"2306",2018-09-05,90248,1
"2307",2018-09-05,90744,1
"2308",2018-09-05,90803,1
"2309",2018-09-05,90804,2
"2310",2018-09-05,90807,1
"2311",2018-09-05,91342,1
"2312",2018-09-05,92880,1
"2313",2018-09-06,90221,1
"2314",2018-09-06,90280,2
"2315",2018-09-06,90723,2
"2316",2018-09-06,90745,1
"2317",2018-09-06,90810,2
"2318",2018-09-06,91006,1
"2319",2018-09-06,91310,1
"2320",2018-09-06,91344,1
"2321",2018-09-06,91711,1
"2322",2018-09-06,91746,1
"2323",2018-09-06,92662,1
"2324",2018-09-06,92870,1
"2325",2018-09-06,92878,1
"2326",2018-09-06,92880,1
"2327",2018-09-07,90401,1
"2328",2018-09-07,90606,1
"2329",2018-09-07,90810,1
"2330",2018-09-07,91077,1
"2331",2018-09-07,91108,1
"2332",2018-09-07,91326,1
"2333",2018-09-07,91406,1
"2334",2018-09-07,91746,1
"2335",2018-09-07,91790,1
"2336",2018-09-07,92605,1
"2337",2018-09-07,92878,1
"2338",2018-09-07,92880,4
"2339",2018-09-07,NA,2
"2340",2018-09-08,90007,1
"2341",2018-09-08,90250,1
"2342",2018-09-08,90740,2
"2343",2018-09-08,90745,1
"2344",2018-09-08,91746,1
"2345",2018-09-08,92675,1
"2346",2018-09-08,92856,3
"2347",2018-09-08,92865,4
"2348",2018-09-08,92870,2
"2349",2018-09-08,92880,3
"2350",2018-09-08,NA,3
"2351",2018-09-09,90266,1
"2352",2018-09-09,90291,1
"2353",2018-09-09,90720,2
"2354",2018-09-09,91344,1
"2355",2018-09-10,90027,1
"2356",2018-09-10,90046,1
"2357",2018-09-10,90807,1
"2358",2018-09-10,91326,1
"2359",2018-09-10,91754,1
"2360",2018-09-10,91761,1
"2361",2018-09-10,92585,1
"2362",2018-09-10,92782,2
"2363",2018-09-11,90023,2
"2364",2018-09-11,90048,1
"2365",2018-09-11,90058,1
"2366",2018-09-11,90250,1
"2367",2018-09-11,90272,1
"2368",2018-09-11,90405,1
"2369",2018-09-11,90640,2
"2370",2018-09-11,90745,1
"2371",2018-09-11,90802,1
"2372",2018-09-11,91344,1
"2373",2018-09-11,91744,1
"2374",2018-09-11,91754,1
"2375",2018-09-11,92602,1
"2376",2018-09-11,92606,1
"2377",2018-09-11,92609,1
"2378",2018-09-11,92627,2
"2379",2018-09-11,92646,2
"2380",2018-09-11,92782,5
"2381",2018-09-11,92880,2
"2382",2018-09-12,90007,1
"2383",2018-09-12,90042,1
"2384",2018-09-12,90048,1
"2385",2018-09-12,90221,1
"2386",2018-09-12,90291,1
"2387",2018-09-12,90723,1
"2388",2018-09-12,91310,1
"2389",2018-09-12,91326,1
"2390",2018-09-12,92276,1
"2391",2018-09-12,92602,1
"2392",2018-09-12,92603,1
"2393",2018-09-12,92782,2
"2394",2018-09-12,92880,1
"2395",2018-09-13,90027,1
"2396",2018-09-13,90046,1
"2397",2018-09-13,90064,1
"2398",2018-09-13,90068,1
"2399",2018-09-13,90221,1
"2400",2018-09-13,90280,1
"2401",2018-09-13,90405,1
"2402",2018-09-13,90803,1
"2403",2018-09-13,90805,3
"2404",2018-09-13,90814,1
"2405",2018-09-13,90815,1
"2406",2018-09-13,91006,1
"2407",2018-09-13,91310,1
"2408",2018-09-13,91342,3
"2409",2018-09-13,91746,1
"2410",2018-09-13,92254,1
"2411",2018-09-13,92262,1
"2412",2018-09-13,92264,1
"2413",2018-09-13,92880,1
"2414",2018-09-13,92883,1
"2415",2018-09-14,90022,1
"2416",2018-09-14,90027,1
"2417",2018-09-14,90248,1
"2418",2018-09-14,90601,1
"2419",2018-09-14,90670,1
"2420",2018-09-14,90803,1
"2421",2018-09-14,90805,1
"2422",2018-09-14,91001,1
"2423",2018-09-14,91316,3
"2424",2018-09-14,91322,1
"2425",2018-09-14,91326,1
"2426",2018-09-14,91342,4
"2427",2018-09-14,91344,1
"2428",2018-09-14,91406,1
"2429",2018-09-14,91701,1
"2430",2018-09-14,91761,1
"2431",2018-09-14,92595,1
"2432",2018-09-14,92707,1
"2433",2018-09-14,92880,1
"2434",2018-09-15,90640,3
"2435",2018-09-15,91344,1
"2436",2018-09-15,91708,1
"2437",2018-09-15,91755,1
"2438",2018-09-15,92683,1
"2439",2018-09-15,92856,1
"2440",2018-09-15,92865,2
"2441",2018-09-15,NA,1
"2442",2018-09-16,91342,10
"2443",2018-09-16,91344,4
"2444",2018-09-16,92880,1
"2445",2018-09-17,90022,1
"2446",2018-09-17,90201,1
"2447",2018-09-17,90245,6
"2448",2018-09-17,90250,1
"2449",2018-09-17,90251,1
"2450",2018-09-17,90303,1
"2451",2018-09-17,90405,1
"2452",2018-09-17,90601,1
"2453",2018-09-17,90815,1
"2454",2018-09-17,91342,1
"2455",2018-09-17,91354,1
"2456",2018-09-17,91706,1
"2457",2018-09-17,92262,2
"2458",2018-09-17,92595,3
"2459",2018-09-17,92675,1
"2460",2018-09-17,92878,1
"2461",2018-09-17,92880,3
"2462",2018-09-18,90003,1
"2463",2018-09-18,90016,1
"2464",2018-09-18,90022,1
"2465",2018-09-18,90058,1
"2466",2018-09-18,90501,1
"2467",2018-09-18,90740,3
"2468",2018-09-18,90802,1
"2469",2018-09-18,91101,1
"2470",2018-09-18,91702,1
"2471",2018-09-18,92253,1
"2472",2018-09-18,92334,1
"2473",2018-09-18,92504,1
"2474",2018-09-18,92595,1
"2475",2018-09-18,92878,1
"2476",2018-09-18,92880,1
"2477",2018-09-19,90016,1
"2478",2018-09-19,90027,2
"2479",2018-09-19,90248,1
"2480",2018-09-19,90250,1
"2481",2018-09-19,90254,1
"2482",2018-09-19,90277,1
"2483",2018-09-19,90601,1
"2484",2018-09-19,90602,1
"2485",2018-09-19,90745,1
"2486",2018-09-19,91342,1
"2487",2018-09-19,91344,1
"2488",2018-09-19,91710,1
"2489",2018-09-19,91761,1
"2490",2018-09-19,91765,1
"2491",2018-09-19,92346,3
"2492",2018-09-19,92701,3
"2493",2018-09-19,92856,1
"2494",2018-09-19,92865,5
"2495",2018-09-20,90293,3
"2496",2018-09-20,90810,1
"2497",2018-09-20,91301,1
"2498",2018-09-20,91326,1
"2499",2018-09-20,92585,1
"2500",2018-09-20,92605,1
"2501",2018-09-20,92646,1
"2502",2018-09-21,90003,2
"2503",2018-09-21,90023,1
"2504",2018-09-21,90032,1
"2505",2018-09-21,90601,1
"2506",2018-09-21,90710,1
"2507",2018-09-21,90803,2
"2508",2018-09-21,90814,1
"2509",2018-09-21,91010,1
"2510",2018-09-21,91701,1
"2511",2018-09-21,91739,1
"2512",2018-09-21,92647,2
"2513",2018-09-21,92648,2
"2514",2018-09-21,92655,2
"2515",2018-09-21,92701,1
"2516",2018-09-21,92883,1
"2517",2018-09-22,92605,2
"2518",2018-09-22,92646,4
"2519",2018-09-22,92648,7
"2520",2018-09-22,92657,1
"2521",2018-09-22,92702,1
"2522",2018-09-22,92883,1
"2523",2018-09-23,90803,1
"2524",2018-09-23,91342,1
"2525",2018-09-23,91344,1
"2526",2018-09-23,92595,1
"2527",2018-09-23,92605,4
"2528",2018-09-23,92646,1
"2529",2018-09-23,92648,13
"2530",2018-09-23,92806,2
"2531",2018-09-23,92880,1
"2532",2018-09-24,90004,1
"2533",2018-09-24,90059,1
"2534",2018-09-24,90277,1
"2535",2018-09-24,90740,1
"2536",2018-09-24,90805,1
"2537",2018-09-24,91601,1
"2538",2018-09-24,91706,1
"2539",2018-09-24,91766,1
"2540",2018-09-24,92264,1
"2541",2018-09-24,92585,1
"2542",2018-09-24,92646,1
"2543",2018-09-24,92880,1
"2544",2018-09-25,90254,1
"2545",2018-09-25,90291,1
"2546",2018-09-25,90293,2
"2547",2018-09-25,90601,1
"2548",2018-09-25,90731,1
"2549",2018-09-25,91326,1
"2550",2018-09-25,92701,3
"2551",2018-09-26,90032,1
"2552",2018-09-26,90040,1
"2553",2018-09-26,90230,1
"2554",2018-09-26,90303,1
"2555",2018-09-26,91326,2
"2556",2018-09-26,91342,1
"2557",2018-09-26,91384,1
"2558",2018-09-26,91746,2
"2559",2018-09-26,91761,2
"2560",2018-09-26,92602,1
"2561",2018-09-26,92648,2
"2562",2018-09-26,92806,1
"2563",2018-09-27,90002,1
"2564",2018-09-27,90016,1
"2565",2018-09-27,90025,1
"2566",2018-09-27,90027,1
"2567",2018-09-27,90035,1
"2568",2018-09-27,90048,1
"2569",2018-09-27,90250,1
"2570",2018-09-27,90601,1
"2571",2018-09-27,90740,1
"2572",2018-09-27,90808,1
"2573",2018-09-27,91310,1
"2574",2018-09-27,91326,1
"2575",2018-09-27,91342,3
"2576",2018-09-27,91746,1
"2577",2018-09-27,92605,1
"2578",2018-09-27,92648,2
"2579",2018-09-27,92701,1
"2580",2018-09-27,92806,1
"2581",2018-09-27,92880,3
"2582",2018-09-28,90232,1
"2583",2018-09-28,90277,1
"2584",2018-09-28,90604,1
"2585",2018-09-28,90740,60
"2586",2018-09-28,90744,2
"2587",2018-09-28,91326,2
"2588",2018-09-28,91344,2
"2589",2018-09-28,91737,1
"2590",2018-09-28,91746,1
"2591",2018-09-28,91761,1
"2592",2018-09-28,92563,1
"2593",2018-09-28,92595,1
"2594",2018-09-28,92880,4
"2595",2018-09-29,90278,1
"2596",2018-09-29,90631,3
"2597",2018-09-29,90640,1
"2598",2018-09-29,90723,1
"2599",2018-09-29,90740,3
"2600",2018-09-29,90742,1
"2601",2018-09-29,90744,1
"2602",2018-09-29,91384,1
"2603",2018-09-29,92501,1
"2604",2018-09-29,92646,1
"2605",2018-09-29,92648,4
"2606",2018-09-29,92649,13
"2607",2018-09-29,92683,1
"2608",2018-09-29,92870,1
"2609",2018-09-29,92880,1
"2610",2018-09-30,90016,1
"2611",2018-09-30,90277,1
"2612",2018-09-30,91765,1
"2613",2018-09-30,92605,1
"2614",2018-09-30,92626,1
"2615",2018-09-30,92646,1
"2616",2018-09-30,92647,98
"2617",2018-09-30,92648,13
"2618",2018-09-30,92649,54
"2619",2018-09-30,92683,1
"2620",2018-09-30,92708,8
"2621",2018-09-30,92841,2
"2622",2018-09-30,92880,1
"2623",2018-10-01,90027,1
"2624",2018-10-01,90245,1
"2625",2018-10-01,90621,1
"2626",2018-10-01,90731,1
"2627",2018-10-01,90746,1
"2628",2018-10-01,91310,1
"2629",2018-10-01,91342,1
"2630",2018-10-01,91344,2
"2631",2018-10-01,92605,16
"2632",2018-10-01,92626,8
"2633",2018-10-01,92627,16
"2634",2018-10-01,92646,36
"2635",2018-10-01,92647,6
"2636",2018-10-01,92648,36
"2637",2018-10-01,92649,15
"2638",2018-10-01,92657,1
"2639",2018-10-01,92660,2
"2640",2018-10-01,92683,1
"2641",2018-10-01,92806,2
"2642",2018-10-01,92841,1
"2643",2018-10-01,92865,2
"2644",2018-10-01,92880,1
"2645",2018-10-01,92886,1
"2646",2018-10-02,90027,1
"2647",2018-10-02,90501,2
"2648",2018-10-02,90505,1
"2649",2018-10-02,90604,1
"2650",2018-10-02,90710,2
"2651",2018-10-02,90723,6
"2652",2018-10-02,90740,2
"2653",2018-10-02,90744,1
"2654",2018-10-02,90745,2
"2655",2018-10-02,90810,2
"2656",2018-10-02,91746,2
"2657",2018-10-02,91765,1
"2658",2018-10-02,92504,1
"2659",2018-10-02,92626,1
"2660",2018-10-02,92627,2
"2661",2018-10-02,92629,1
"2662",2018-10-02,92646,2
"2663",2018-10-02,92647,3
"2664",2018-10-02,92648,6
"2665",2018-10-02,92649,2
"2666",2018-10-03,90007,1
"2667",2018-10-03,90301,1
"2668",2018-10-03,90601,1
"2669",2018-10-03,90723,5
"2670",2018-10-03,90810,2
"2671",2018-10-03,91744,1
"2672",2018-10-03,92570,2
"2673",2018-10-03,92595,2
"2674",2018-10-03,92627,1
"2675",2018-10-03,92646,1
"2676",2018-10-03,92701,1
"2677",2018-10-03,92880,3
"2678",2018-10-04,90723,6
"2679",2018-10-04,90740,2
"2680",2018-10-04,90746,1
"2681",2018-10-04,91326,1
"2682",2018-10-04,92570,1
"2683",2018-10-04,92595,1
"2684",2018-10-04,92605,1
"2685",2018-10-04,92620,1
"2686",2018-10-04,92646,2
"2687",2018-10-04,92663,1
"2688",2018-10-04,92675,1
"2689",2018-10-04,92707,1
"2690",2018-10-04,92856,7
"2691",2018-10-04,92870,1
"2692",2018-10-04,92880,1
"2693",2018-10-05,90007,1
"2694",2018-10-05,90025,3
"2695",2018-10-05,90251,1
"2696",2018-10-05,90720,2
"2697",2018-10-05,90723,2
"2698",2018-10-05,90740,1
"2699",2018-10-05,90810,3
"2700",2018-10-05,91010,1
"2701",2018-10-05,91340,1
"2702",2018-10-05,91723,1
"2703",2018-10-05,91748,1
"2704",2018-10-05,91765,1
"2705",2018-10-05,92584,2
"2706",2018-10-05,92595,1
"2707",2018-10-05,92648,3
"2708",2018-10-05,92657,1
"2709",2018-10-05,92672,1
"2710",2018-10-05,92701,1
"2711",2018-10-05,92871,1
"2712",2018-10-05,92880,1
"2713",2018-10-06,90058,2
"2714",2018-10-06,90805,1
"2715",2018-10-06,91325,1
"2716",2018-10-06,91326,1
"2717",2018-10-06,92602,5
"2718",2018-10-06,92647,1
"2719",2018-10-06,92782,2
"2720",2018-10-06,92880,1
"2721",2018-10-07,90232,1
"2722",2018-10-07,91325,1
"2723",2018-10-07,91342,2
"2724",2018-10-07,91344,1
"2725",2018-10-07,92532,1
"2726",2018-10-07,92880,4
"2727",2018-10-08,90027,1
"2728",2018-10-08,90277,1
"2729",2018-10-08,90670,1
"2730",2018-10-08,90723,3
"2731",2018-10-08,91326,1
"2732",2018-10-08,91342,1
"2733",2018-10-08,92605,1
"2734",2018-10-08,92627,1
"2735",2018-10-08,92646,1
"2736",2018-10-08,92701,1
"2737",2018-10-08,92856,1
"2738",2018-10-09,90043,1
"2739",2018-10-09,90245,1
"2740",2018-10-09,90723,2
"2741",2018-10-09,90740,1
"2742",2018-10-09,90745,1
"2743",2018-10-09,91101,1
"2744",2018-10-09,91310,1
"2745",2018-10-09,91746,2
"2746",2018-10-09,92705,1
"2747",2018-10-09,92870,1
