"","zip","date","num_odor_complaints"
"175",90003,2021-11-24,1
"176",90003,2022-01-10,1
"177",90003,2022-01-28,1
"178",90003,2022-02-12,2
"179",90003,2022-02-27,2
"180",90003,2022-03-02,1
"181",90003,2022-03-07,1
"182",90003,2022-03-14,2
"183",90003,2022-03-21,1
"184",90003,2022-03-28,1
"185",90003,2022-06-17,1
"186",90003,2022-07-06,1
"187",90003,2022-07-26,1
"188",90003,2022-08-30,1
"189",90003,2022-09-09,1
"190",90003,2022-09-27,1
"191",90003,2022-10-27,1
"192",90003,2022-11-02,1
"193",90003,2022-11-04,1
"194",90003,2022-11-12,1
"195",90003,2022-12-14,1
"196",90004,2018-01-15,1
"197",90004,2018-05-07,1
"198",90004,2018-06-06,1
"199",90004,2018-09-24,1
"200",90004,2018-12-13,1
"201",90004,2019-02-05,1
"202",90004,2019-02-26,1
"203",90004,2019-06-08,1
"204",90004,2019-06-14,1
"205",90004,2019-06-17,2
"206",90004,2019-06-18,4
"207",90004,2019-06-19,5
"208",90004,2019-06-20,1
"209",90004,2019-06-21,2
"210",90004,2019-06-24,1
"211",90004,2019-06-25,3
"212",90004,2019-06-26,2
"213",90004,2019-06-27,1
"214",90004,2019-06-28,5
"215",90004,2019-07-01,2
"216",90004,2019-07-02,4
"217",90004,2019-07-03,2
"218",90004,2019-07-04,1
"219",90004,2019-07-05,2
"220",90004,2019-07-08,2
"221",90004,2019-07-09,5
"222",90004,2019-07-10,2
"223",90004,2019-07-11,1
"224",90004,2019-07-12,2
"225",90004,2019-07-15,4
"226",90004,2019-07-16,2
"227",90004,2019-07-17,1
"228",90004,2019-07-18,2
"229",90004,2019-07-19,4
"230",90004,2019-07-22,1
"231",90004,2019-07-23,1
"232",90004,2019-07-24,4
"233",90004,2019-07-25,3
"234",90004,2019-07-26,1
"235",90004,2019-07-29,5
"236",90004,2019-07-30,7
"237",90004,2019-07-31,6
"238",90004,2019-08-01,3
"239",90004,2019-08-02,3
"240",90004,2019-08-05,2
"241",90004,2019-08-06,4
"242",90004,2019-08-07,2
"243",90004,2019-08-08,1
"244",90004,2019-08-09,3
"245",90004,2019-08-12,2
"246",90004,2019-08-13,4
"247",90004,2019-08-14,1
"248",90004,2019-08-15,2
"249",90004,2019-08-16,3
"250",90004,2019-08-19,3
"251",90004,2019-08-20,1
"252",90004,2019-08-21,1
"253",90004,2019-08-22,3
"254",90004,2019-08-23,3
"255",90004,2019-08-26,1
"256",90004,2019-08-27,3
"257",90004,2019-08-28,5
"258",90004,2019-09-03,1
"259",90004,2019-09-04,5
"260",90004,2019-09-06,2
"261",90004,2019-09-07,5
"262",90004,2019-09-09,4
"263",90004,2019-09-10,3
"264",90004,2019-09-11,4
"265",90004,2019-09-12,4
"266",90004,2019-09-13,2
"267",90004,2019-09-16,2
"268",90004,2019-09-18,1
"269",90004,2019-09-19,1
"270",90004,2019-09-20,1
"271",90004,2019-09-27,2
"272",90004,2019-10-08,1
"273",90004,2019-10-09,1
"274",90004,2019-11-18,1
"275",90004,2019-12-23,2
"276",90004,2020-03-10,1
"277",90004,2020-05-09,1
"278",90004,2020-05-12,1
"279",90004,2020-06-27,2
"280",90004,2020-10-14,1
"281",90004,2020-10-30,1
"282",90004,2020-12-20,1
"283",90004,2021-04-27,1
"284",90004,2021-06-08,1
"285",90004,2021-08-02,1
"286",90004,2021-08-12,1
"287",90004,2021-09-13,1
"288",90004,2022-08-12,1
"289",90004,2022-09-17,1
"290",90004,2022-10-14,1
"291",90004,2022-10-20,1
"292",90005,2018-08-23,1
"293",90005,2019-02-06,1
"294",90005,2019-06-14,1
"295",90005,2019-10-04,1
"296",90005,2020-05-11,1
"297",90005,2021-03-13,1
"298",90005,2021-05-06,1
"299",90005,2021-06-16,1
"300",90005,2022-03-07,1
"301",90005,2022-03-08,1
"302",90005,2022-04-06,1
"303",90005,2022-07-19,1
"304",90006,2019-02-12,1
"305",90006,2019-07-09,1
"306",90006,2019-08-14,1
"307",90006,2019-08-18,1
"308",90006,2019-09-17,1
"309",90006,2020-05-12,1
"310",90006,2020-07-09,1
"311",90006,2020-07-15,1
"312",90006,2020-12-02,1
"313",90006,2020-12-14,2
"314",90006,2020-12-16,1
