"","zip","date","num_odor_complaints"
"6070",90601,2019-06-17,1
"6071",90601,2019-06-24,2
"6072",90601,2019-06-25,1
"6073",90601,2019-06-27,1
"6074",90601,2019-06-28,1
"6075",90601,2019-06-29,1
"6076",90601,2019-07-01,1
"6077",90601,2019-07-04,1
"6078",90601,2019-07-11,1
"6079",90601,2019-07-18,2
"6080",90601,2019-07-21,1
"6081",90601,2019-07-25,2
"6082",90601,2019-07-30,1
"6083",90601,2019-07-31,1
"6084",90601,2019-08-09,1
"6085",90601,2019-08-11,1
"6086",90601,2019-08-12,1
"6087",90601,2019-08-13,1
"6088",90601,2019-08-14,2
"6089",90601,2019-08-16,1
"6090",90601,2019-08-17,1
"6091",90601,2019-08-20,1
"6092",90601,2019-08-28,1
"6093",90601,2019-09-04,2
"6094",90601,2019-09-12,2
"6095",90601,2019-09-21,1
"6096",90601,2019-09-29,1
"6097",90601,2019-10-03,1
"6098",90601,2019-10-06,2
"6099",90601,2019-10-08,1
"6100",90601,2019-10-10,1
"6101",90601,2019-10-19,1
"6102",90601,2019-10-20,1
"6103",90601,2019-10-21,1
"6104",90601,2019-10-22,1
"6105",90601,2019-10-24,1
"6106",90601,2019-11-01,1
"6107",90601,2019-11-07,1
"6108",90601,2019-11-11,2
"6109",90601,2019-11-12,1
"6110",90601,2019-11-19,1
"6111",90601,2019-11-23,2
"6112",90601,2019-11-24,1
"6113",90601,2019-11-25,1
"6114",90601,2019-11-26,1
"6115",90601,2019-12-04,2
"6116",90601,2019-12-18,1
"6117",90601,2019-12-22,2
"6118",90601,2019-12-25,1
"6119",90601,2019-12-27,1
"6120",90601,2019-12-28,1
"6121",90601,2019-12-29,2
"6122",90601,2020-01-04,1
"6123",90601,2020-01-05,1
"6124",90601,2020-01-06,4
"6125",90601,2020-01-07,2
"6126",90601,2020-01-09,2
"6127",90601,2020-01-10,1
"6128",90601,2020-01-11,1
"6129",90601,2020-01-12,1
"6130",90601,2020-01-13,1
"6131",90601,2020-01-16,1
"6132",90601,2020-01-18,2
"6133",90601,2020-01-19,3
"6134",90601,2020-01-21,2
"6135",90601,2020-01-22,2
"6136",90601,2020-01-23,2
"6137",90601,2020-01-24,3
"6138",90601,2020-01-27,2
"6139",90601,2020-01-28,1
"6140",90601,2020-01-29,1
"6141",90601,2020-01-30,1
"6142",90601,2020-01-31,2
"6143",90601,2020-02-01,1
"6144",90601,2020-02-08,1
"6145",90601,2020-02-09,2
"6146",90601,2020-02-10,1
"6147",90601,2020-02-11,2
"6148",90601,2020-02-12,2
"6149",90601,2020-02-19,1
"6150",90601,2020-02-27,2
"6151",90601,2020-03-02,3
"6152",90601,2020-03-14,1
"6153",90601,2020-03-16,2
"6154",90601,2020-03-17,1
"6155",90601,2020-03-25,1
"6156",90601,2020-03-31,2
"6157",90601,2020-04-09,1
"6158",90601,2020-04-13,1
"6159",90601,2020-04-26,1
"6160",90601,2020-05-06,2
"6161",90601,2020-05-15,1
"6162",90601,2020-05-22,1
"6163",90601,2020-05-23,1
"6164",90601,2020-05-27,1
"6165",90601,2020-06-01,1
"6166",90601,2020-06-04,1
"6167",90601,2020-06-08,1
"6168",90601,2020-06-11,1
"6169",90601,2020-06-13,2
"6170",90601,2020-06-15,1
"6171",90601,2020-07-09,1
"6172",90601,2020-07-18,1
"6173",90601,2020-07-22,1
"6174",90601,2020-07-23,1
"6175",90601,2020-07-25,1
"6176",90601,2020-07-26,1
"6177",90601,2020-08-08,1
"6178",90601,2020-08-10,2
"6179",90601,2020-08-13,1
"6180",90601,2020-08-14,1
"6181",90601,2020-08-27,1
"6182",90601,2020-08-30,1
"6183",90601,2020-09-10,1
"6184",90601,2020-09-11,1
"6185",90601,2020-09-19,1
"6186",90601,2020-09-20,1
"6187",90601,2020-09-24,1
"6188",90601,2020-09-29,1
"6189",90601,2020-10-04,1
"6190",90601,2020-10-10,1
"6191",90601,2020-10-11,1
"6192",90601,2020-10-12,2
"6193",90601,2020-10-14,1
"6194",90601,2020-10-25,1
"6195",90601,2020-11-06,1
"6196",90601,2020-11-07,1
"6197",90601,2020-11-10,1
"6198",90601,2020-11-26,1
"6199",90601,2020-12-04,2
"6200",90601,2020-12-06,2
"6201",90601,2020-12-09,1
"6202",90601,2020-12-14,1
"6203",90601,2020-12-21,1
"6204",90601,2020-12-22,1
"6205",90601,2020-12-31,1
"6206",90601,2021-01-03,1
"6207",90601,2021-01-21,1
"6208",90601,2021-02-18,1
"6209",90601,2021-02-20,1
"6210",90601,2021-02-26,1
"6211",90601,2021-03-05,1
"6212",90601,2021-03-09,1
"6213",90601,2021-03-29,1
"6214",90601,2021-04-06,1
"6215",90601,2021-04-12,1
"6216",90601,2021-04-25,1
"6217",90601,2021-05-03,1
"6218",90601,2021-05-23,1
"6219",90601,2021-06-09,1
"6220",90601,2021-06-22,1
"6221",90601,2021-07-25,1
"6222",90601,2021-07-29,1
"6223",90601,2021-08-03,1
"6224",90601,2021-08-14,1
"6225",90601,2021-08-17,1
"6226",90601,2021-09-06,1
"6227",90601,2021-09-14,1
"6228",90601,2021-09-26,1
"6229",90601,2021-10-05,1
"6230",90601,2021-10-10,1
"6231",90601,2021-10-11,1
"6232",90601,2021-10-13,1
"6233",90601,2021-11-02,1
"6234",90601,2021-11-13,1
"6235",90601,2021-11-26,1
"6236",90601,2021-12-02,1
"6237",90601,2021-12-03,1
"6238",90601,2021-12-09,1
"6239",90601,2021-12-10,1
"6240",90601,2021-12-11,1
"6241",90601,2022-01-21,1
"6242",90601,2022-01-27,1
"6243",90601,2022-01-31,1
"6244",90601,2022-02-10,1
"6245",90601,2022-02-11,1
"6246",90601,2022-03-03,1
"6247",90601,2022-03-23,1
"6248",90601,2022-06-29,1
"6249",90601,2022-07-22,1
"6250",90601,2022-09-01,1
"6251",90601,2022-09-02,1
"6252",90601,2022-09-11,1
"6253",90601,2022-09-26,1
"6254",90601,2022-12-07,1
"6255",90601,2022-12-17,2
"6256",90601,2022-12-20,1
"6257",90602,2018-05-23,1
"6258",90602,2018-06-07,1
"6259",90602,2018-06-30,1
"6260",90602,2018-07-03,1
"6261",90602,2018-07-05,2
"6262",90602,2018-07-17,1
"6263",90602,2018-09-04,1
"6264",90602,2018-09-19,1
"6265",90602,2018-10-11,1
"6266",90602,2018-11-27,1
"6267",90602,2019-05-14,1
"6268",90602,2019-05-24,1
"6269",90602,2019-10-10,1
"6270",90602,2020-02-04,1
"6271",90602,2020-08-12,1
"6272",90602,2020-10-13,1
"6273",90602,2020-12-09,2
"6274",90602,2020-12-29,1
"6275",90602,2021-01-15,1
"6276",90602,2021-03-17,1
"6277",90602,2021-03-19,1
"6278",90602,2021-04-23,2
"6279",90602,2021-06-07,1
"6280",90602,2021-11-22,1
"6281",90602,2021-11-24,3
"6282",90602,2022-03-02,1
"6283",90602,2022-04-08,1
"6284",90602,2022-05-13,1
"6285",90602,2022-06-16,1
"6286",90602,2022-07-02,1
"6287",90602,2022-07-20,1
"6288",90602,2022-07-30,1
"6289",90602,2022-09-08,1
"6290",90602,2022-09-12,1
"6291",90602,2022-09-14,1
"6292",90602,2022-09-19,1
"6293",90602,2022-10-30,1
"6294",90602,2022-10-31,1
"6295",90602,2022-11-04,1
"6296",90602,2022-12-07,1
"6297",90603,2018-04-12,1
"6298",90603,2019-05-14,1
"6299",90603,2019-06-27,1
"6300",90603,2019-12-25,1
"6301",90604,2018-01-16,2
"6302",90604,2018-02-02,1
"6303",90604,2018-05-30,1
"6304",90604,2018-09-28,1
"6305",90604,2018-10-02,1
"6306",90604,2018-11-28,1
"6307",90604,2018-12-03,1
"6308",90604,2018-12-07,1
"6309",90604,2018-12-09,2
"6310",90604,2018-12-10,1
"6311",90604,2018-12-11,2
"6312",90604,2018-12-15,2
"6313",90604,2018-12-17,1
"6314",90604,2018-12-19,1
"6315",90604,2018-12-20,1
"6316",90604,2018-12-30,1
"6317",90604,2018-12-31,1
"6318",90604,2019-01-01,1
"6319",90604,2019-01-03,1
"6320",90604,2019-01-04,1
"6321",90604,2019-01-06,1
"6322",90604,2019-01-07,2
"6323",90604,2019-01-08,1
"6324",90604,2019-01-10,1
"6325",90604,2019-01-11,1
"6326",90604,2019-01-13,1
"6327",90604,2019-01-19,2
"6328",90604,2019-01-20,1
"6329",90604,2019-01-23,1
"6330",90604,2019-01-24,1
"6331",90604,2019-01-26,2
"6332",90604,2019-01-31,1
"6333",90604,2019-02-03,2
"6334",90604,2019-02-04,1
"6335",90604,2019-02-07,1
"6336",90604,2019-02-08,1
"6337",90604,2019-02-09,2
"6338",90604,2019-02-10,1
"6339",90604,2019-02-12,1
"6340",90604,2019-02-15,1
"6341",90604,2019-02-16,1
"6342",90604,2019-02-17,1
"6343",90604,2019-02-18,1
"6344",90604,2019-02-19,1
"6345",90604,2019-02-21,1
"6346",90604,2019-02-23,1
"6347",90604,2019-02-24,1
"6348",90604,2019-02-26,1
"6349",90604,2019-02-27,1
"6350",90604,2019-03-07,1
"6351",90604,2019-03-08,1
"6352",90604,2019-03-09,1
"6353",90604,2019-03-10,1
"6354",90604,2019-03-11,1
"6355",90604,2019-03-12,1
"6356",90604,2019-03-13,1
"6357",90604,2019-03-16,1
"6358",90604,2019-03-25,1
"6359",90604,2019-03-26,1
"6360",90604,2019-03-27,1
"6361",90604,2019-03-28,1
"6362",90604,2019-03-30,1
"6363",90604,2019-04-03,1
"6364",90604,2019-04-04,1
"6365",90604,2019-04-26,1
"6366",90604,2019-04-27,1
"6367",90604,2019-04-29,1
"6368",90604,2019-05-02,1
"6369",90604,2019-05-04,2
"6370",90604,2019-05-05,1
"6371",90604,2019-05-07,1
"6372",90604,2019-05-09,1
"6373",90604,2019-05-10,1
"6374",90604,2019-05-12,1
"6375",90604,2019-05-13,2
"6376",90604,2019-05-15,2
"6377",90604,2019-05-18,1
"6378",90604,2019-05-20,3
"6379",90604,2019-05-21,1
"6380",90604,2019-05-24,1
"6381",90604,2019-05-25,1
"6382",90604,2019-05-26,1
"6383",90604,2019-05-27,1
"6384",90604,2019-05-28,1
"6385",90604,2019-06-01,2
"6386",90604,2019-06-02,1
"6387",90604,2019-06-03,2
"6388",90604,2019-06-06,1
"6389",90604,2019-06-08,1
"6390",90604,2019-06-09,3
"6391",90604,2019-06-10,1
"6392",90604,2019-06-12,2
"6393",90604,2019-06-13,2
"6394",90604,2019-06-14,2
"6395",90604,2019-06-15,3
"6396",90604,2019-06-16,1
"6397",90604,2019-06-17,1
"6398",90604,2019-06-21,2
"6399",90604,2019-06-22,1
"6400",90604,2019-06-23,2
"6401",90604,2019-06-24,1
"6402",90604,2019-06-25,1
"6403",90604,2019-06-26,1
"6404",90604,2019-06-29,1
"6405",90604,2019-07-02,1
"6406",90604,2019-07-05,1
"6407",90604,2019-07-06,1
"6408",90604,2019-07-07,1
"6409",90604,2019-07-08,1
"6410",90604,2019-07-09,1
"6411",90604,2019-07-11,1
"6412",90604,2019-07-12,2
"6413",90604,2019-07-13,3
"6414",90604,2019-07-14,5
"6415",90604,2019-07-15,2
"6416",90604,2019-07-17,2
"6417",90604,2019-07-18,1
"6418",90604,2019-07-19,4
"6419",90604,2019-07-20,2
"6420",90604,2019-07-21,3
"6421",90604,2019-07-22,1
"6422",90604,2019-07-23,2
"6423",90604,2019-07-24,1
"6424",90604,2019-07-25,1
"6425",90604,2019-07-29,1
"6426",90604,2019-07-30,1
"6427",90604,2019-07-31,2
"6428",90604,2019-08-01,1
"6429",90604,2019-08-02,1
"6430",90604,2019-08-03,3
"6431",90604,2019-08-04,1
"6432",90604,2019-08-05,2
"6433",90604,2019-08-06,2
"6434",90604,2019-08-08,2
"6435",90604,2019-08-09,1
"6436",90604,2019-08-10,1
"6437",90604,2019-08-11,2
"6438",90604,2019-08-12,1
"6439",90604,2019-08-13,4
"6440",90604,2019-08-15,1
"6441",90604,2019-08-16,1
"6442",90604,2019-08-18,2
"6443",90604,2019-08-19,2
"6444",90604,2019-08-20,1
"6445",90604,2019-08-22,3
"6446",90604,2019-08-23,1
"6447",90604,2019-08-24,2
"6448",90604,2019-08-25,2
"6449",90604,2019-08-28,2
"6450",90604,2019-08-30,2
"6451",90604,2019-08-31,1
"6452",90604,2019-09-01,1
"6453",90604,2019-09-02,1
"6454",90604,2019-09-06,2
"6455",90604,2019-09-07,3
"6456",90604,2019-09-08,2
"6457",90604,2019-09-09,1
"6458",90604,2019-09-10,4
"6459",90604,2019-09-11,1
"6460",90604,2019-09-13,1
"6461",90604,2019-09-14,2
"6462",90604,2019-09-15,1
"6463",90604,2019-09-16,1
"6464",90604,2019-09-17,2
"6465",90604,2019-09-18,3
"6466",90604,2019-09-19,1
"6467",90604,2019-09-20,1
"6468",90604,2019-09-26,1
"6469",90604,2019-10-02,1
"6470",90604,2019-10-04,1
"6471",90604,2019-10-05,1
"6472",90604,2019-10-06,1
"6473",90604,2019-10-07,1
"6474",90604,2019-10-08,3
"6475",90604,2019-10-09,2
"6476",90604,2019-10-11,1
"6477",90604,2019-10-12,1
"6478",90604,2019-10-13,3
"6479",90604,2019-10-19,1
"6480",90604,2019-10-22,2
"6481",90604,2019-10-23,1
"6482",90604,2019-10-24,1
"6483",90604,2019-10-26,3
"6484",90604,2019-10-27,2
"6485",90604,2019-10-28,2
"6486",90604,2019-10-29,1
"6487",90604,2019-10-30,2
"6488",90604,2019-10-31,1
"6489",90604,2019-11-01,1
"6490",90604,2019-11-03,3
"6491",90604,2019-11-04,1
"6492",90604,2019-11-05,2
"6493",90604,2019-11-06,2
"6494",90604,2019-11-07,2
"6495",90604,2019-11-08,3
"6496",90604,2019-11-10,1
"6497",90604,2019-11-11,1
"6498",90604,2019-11-12,1
"6499",90604,2019-11-13,1
"6500",90604,2019-11-14,1
"6501",90604,2019-11-15,1
"6502",90604,2019-11-16,1
"6503",90604,2019-11-17,1
"6504",90604,2019-11-18,2
"6505",90604,2019-11-19,1
"6506",90604,2019-11-20,2
"6507",90604,2019-11-21,1
"6508",90604,2019-11-22,2
"6509",90604,2019-11-25,1
"6510",90604,2019-11-26,2
"6511",90604,2019-11-27,2
"6512",90604,2019-11-29,1
"6513",90604,2019-11-30,1
"6514",90604,2019-12-01,1
"6515",90604,2019-12-02,1
"6516",90604,2019-12-05,1
"6517",90604,2019-12-06,2
"6518",90604,2019-12-07,1
"6519",90604,2019-12-08,2
"6520",90604,2019-12-09,5
"6521",90604,2019-12-11,2
"6522",90604,2019-12-13,2
"6523",90604,2019-12-14,1
"6524",90604,2019-12-17,2
"6525",90604,2019-12-18,1
"6526",90604,2019-12-19,2
"6527",90604,2019-12-20,2
"6528",90604,2019-12-23,1
"6529",90604,2019-12-24,1
"6530",90604,2019-12-25,1
"6531",90604,2019-12-26,1
"6532",90604,2019-12-27,1
"6533",90604,2019-12-30,1
"6534",90604,2019-12-31,1
"6535",90604,2020-01-01,1
"6536",90604,2020-01-02,2
"6537",90604,2020-01-03,1
"6538",90604,2020-01-04,2
"6539",90604,2020-01-05,1
"6540",90604,2020-01-06,2
"6541",90604,2020-01-07,1
"6542",90604,2020-01-08,3
"6543",90604,2020-01-09,3
"6544",90604,2020-01-11,1
"6545",90604,2020-01-12,1
"6546",90604,2020-01-13,2
"6547",90604,2020-01-14,2
"6548",90604,2020-01-15,2
"6549",90604,2020-01-16,1
"6550",90604,2020-01-17,1
"6551",90604,2020-01-18,2
"6552",90604,2020-01-19,3
"6553",90604,2020-01-20,5
"6554",90604,2020-01-21,1
"6555",90604,2020-01-22,2
"6556",90604,2020-01-23,2
"6557",90604,2020-01-25,1
"6558",90604,2020-01-26,2
"6559",90604,2020-01-28,2
"6560",90604,2020-01-29,3
"6561",90604,2020-01-31,1
"6562",90604,2020-02-01,2
"6563",90604,2020-02-02,1
"6564",90604,2020-02-03,1
"6565",90604,2020-02-06,3
"6566",90604,2020-02-07,1
"6567",90604,2020-02-09,1
"6568",90604,2020-02-10,2
"6569",90604,2020-02-13,1
"6570",90604,2020-02-14,2
"6571",90604,2020-02-15,3
"6572",90604,2020-02-16,3
"6573",90604,2020-02-17,2
"6574",90604,2020-02-18,2
"6575",90604,2020-02-19,1
"6576",90604,2020-02-20,1
"6577",90604,2020-02-21,3
"6578",90604,2020-02-22,1
"6579",90604,2020-02-24,2
"6580",90604,2020-02-25,1
"6581",90604,2020-02-26,2
"6582",90604,2020-02-27,2
"6583",90604,2020-02-28,1
"6584",90604,2020-02-29,3
"6585",90604,2020-03-01,1
"6586",90604,2020-03-02,1
"6587",90604,2020-03-03,1
"6588",90604,2020-03-04,1
"6589",90604,2020-03-05,1
"6590",90604,2020-03-06,2
"6591",90604,2020-03-07,1
"6592",90604,2020-03-08,1
"6593",90604,2020-03-09,2
"6594",90604,2020-03-10,2
"6595",90604,2020-03-11,2
"6596",90604,2020-03-12,2
"6597",90604,2020-03-13,3
"6598",90604,2020-03-14,1
"6599",90604,2020-03-15,1
"6600",90604,2020-03-16,2
"6601",90604,2020-03-17,1
"6602",90604,2020-03-18,1
"6603",90604,2020-03-19,4
"6604",90604,2020-03-20,2
"6605",90604,2020-03-21,1
"6606",90604,2020-03-22,1
"6607",90604,2020-03-23,1
"6608",90604,2020-03-24,2
"6609",90604,2020-03-26,2
"6610",90604,2020-03-27,3
"6611",90604,2020-03-28,1
"6612",90604,2020-03-29,1
"6613",90604,2020-03-30,2
"6614",90604,2020-03-31,3
"6615",90604,2020-04-01,2
"6616",90604,2020-04-02,3
"6617",90604,2020-04-03,2
"6618",90604,2020-04-04,2
"6619",90604,2020-04-05,2
"6620",90604,2020-04-06,3
"6621",90604,2020-04-08,1
"6622",90604,2020-04-09,1
"6623",90604,2020-04-10,5
"6624",90604,2020-04-11,2
"6625",90604,2020-04-12,2
"6626",90604,2020-04-13,4
"6627",90604,2020-04-14,1
"6628",90604,2020-04-15,5
"6629",90604,2020-04-16,1
"6630",90604,2020-04-17,2
"6631",90604,2020-04-18,1
"6632",90604,2020-04-19,1
"6633",90604,2020-04-20,1
"6634",90604,2020-04-21,2
"6635",90604,2020-04-22,4
"6636",90604,2020-04-23,2
"6637",90604,2020-04-24,3
"6638",90604,2020-04-25,1
"6639",90604,2020-04-26,2
"6640",90604,2020-04-27,3
"6641",90604,2020-04-29,1
"6642",90604,2020-04-30,2
"6643",90604,2020-05-01,4
"6644",90604,2020-05-02,1
"6645",90604,2020-05-03,1
"6646",90604,2020-05-04,2
"6647",90604,2020-05-05,2
"6648",90604,2020-05-06,2
"6649",90604,2020-05-07,2
"6650",90604,2020-05-08,3
"6651",90604,2020-05-09,1
"6652",90604,2020-05-10,1
"6653",90604,2020-05-11,2
"6654",90604,2020-05-12,3
"6655",90604,2020-05-13,3
"6656",90604,2020-05-14,2
"6657",90604,2020-05-15,1
"6658",90604,2020-05-16,1
"6659",90604,2020-05-17,2
"6660",90604,2020-05-18,3
"6661",90604,2020-05-19,2
"6662",90604,2020-05-20,1
"6663",90604,2020-05-21,3
"6664",90604,2020-05-22,4
"6665",90604,2020-05-23,1
"6666",90604,2020-05-24,2
"6667",90604,2020-05-25,3
"6668",90604,2020-05-26,3
"6669",90604,2020-05-27,3
"6670",90604,2020-05-28,2
"6671",90604,2020-05-29,2
"6672",90604,2020-05-30,1
"6673",90604,2020-05-31,1
"6674",90604,2020-06-01,3
"6675",90604,2020-06-02,2
"6676",90604,2020-06-03,2
"6677",90604,2020-06-04,2
"6678",90604,2020-06-05,3
"6679",90604,2020-06-07,4
"6680",90604,2020-06-08,2
"6681",90604,2020-06-09,2
"6682",90604,2020-06-10,3
"6683",90604,2020-06-11,2
"6684",90604,2020-06-12,2
"6685",90604,2020-06-14,1
"6686",90604,2020-06-15,3
"6687",90604,2020-06-16,2
"6688",90604,2020-06-17,2
"6689",90604,2020-06-18,2
"6690",90604,2020-06-19,2
"6691",90604,2020-06-20,3
"6692",90604,2020-06-21,4
"6693",90604,2020-06-22,4
"6694",90604,2020-06-23,3
"6695",90604,2020-06-24,5
"6696",90604,2020-06-25,3
"6697",90604,2020-06-26,2
"6698",90604,2020-06-27,3
"6699",90604,2020-06-28,2
"6700",90604,2020-06-29,2
"6701",90604,2020-06-30,3
"6702",90604,2020-07-01,5
"6703",90604,2020-07-02,1
"6704",90604,2020-07-03,1
"6705",90604,2020-07-04,1
"6706",90604,2020-07-06,1
"6707",90604,2020-07-07,6
"6708",90604,2020-07-08,1
"6709",90604,2020-07-09,2
"6710",90604,2020-07-10,2
"6711",90604,2020-07-11,1
"6712",90604,2020-07-12,1
"6713",90604,2020-07-13,3
"6714",90604,2020-07-14,2
"6715",90604,2020-07-15,6
"6716",90604,2020-07-16,3
"6717",90604,2020-07-17,3
"6718",90604,2020-07-18,3
"6719",90604,2020-07-19,2
"6720",90604,2020-07-20,2
"6721",90604,2020-07-21,1
"6722",90604,2020-07-22,4
"6723",90604,2020-07-23,2
"6724",90604,2020-07-24,3
"6725",90604,2020-07-25,5
"6726",90604,2020-07-26,1
"6727",90604,2020-07-27,6
"6728",90604,2020-07-28,2
"6729",90604,2020-07-29,3
"6730",90604,2020-07-30,3
"6731",90604,2020-07-31,1
"6732",90604,2020-08-01,2
"6733",90604,2020-08-02,2
"6734",90604,2020-08-03,2
"6735",90604,2020-08-04,2
"6736",90604,2020-08-05,3
"6737",90604,2020-08-06,1
"6738",90604,2020-08-07,1
"6739",90604,2020-08-08,2
"6740",90604,2020-08-09,2
"6741",90604,2020-08-10,2
"6742",90604,2020-08-11,4
"6743",90604,2020-08-13,2
"6744",90604,2020-08-14,1
"6745",90604,2020-08-15,1
"6746",90604,2020-08-16,2
"6747",90604,2020-08-18,2
"6748",90604,2020-08-19,2
"6749",90604,2020-08-20,4
"6750",90604,2020-08-21,2
"6751",90604,2020-08-22,2
"6752",90604,2020-08-23,1
"6753",90604,2020-08-24,3
"6754",90604,2020-08-25,1
"6755",90604,2020-08-26,2
"6756",90604,2020-08-27,3
"6757",90604,2020-08-28,2
"6758",90604,2020-08-29,3
"6759",90604,2020-08-30,2
"6760",90604,2020-08-31,2
"6761",90604,2020-09-01,1
"6762",90604,2020-09-02,3
"6763",90604,2020-09-03,3
"6764",90604,2020-09-04,3
"6765",90604,2020-09-05,1
"6766",90604,2020-09-06,1
"6767",90604,2020-09-07,3
"6768",90604,2020-09-08,3
"6769",90604,2020-09-09,2
"6770",90604,2020-09-10,1
"6771",90604,2020-09-11,2
"6772",90604,2020-09-13,1
"6773",90604,2020-09-14,2
"6774",90604,2020-09-15,3
"6775",90604,2020-09-16,1
"6776",90604,2020-09-17,1
"6777",90604,2020-09-18,2
"6778",90604,2020-09-19,1
"6779",90604,2020-09-20,3
"6780",90604,2020-09-21,4
"6781",90604,2020-09-22,3
"6782",90604,2020-09-24,4
"6783",90604,2020-09-25,2
"6784",90604,2020-09-26,1
"6785",90604,2020-09-27,1
"6786",90604,2020-09-28,2
"6787",90604,2020-09-29,3
"6788",90604,2020-09-30,1
"6789",90604,2020-10-01,2
"6790",90604,2020-10-02,2
"6791",90604,2020-10-03,3
"6792",90604,2020-10-04,2
"6793",90604,2020-10-05,1
"6794",90604,2020-10-06,3
"6795",90604,2020-10-07,2
"6796",90604,2020-10-08,2
"6797",90604,2020-10-10,3
"6798",90604,2020-10-11,2
"6799",90604,2020-10-13,3
"6800",90604,2020-10-14,2
"6801",90604,2020-10-15,1
"6802",90604,2020-10-16,2
"6803",90604,2020-10-17,3
"6804",90604,2020-10-18,4
"6805",90604,2020-10-19,2
"6806",90604,2020-10-20,2
"6807",90604,2020-10-21,2
"6808",90604,2020-10-22,3
"6809",90604,2020-10-23,1
"6810",90604,2020-10-24,2
"6811",90604,2020-10-25,3
"6812",90604,2020-10-26,3
"6813",90604,2020-10-27,1
"6814",90604,2020-10-28,1
"6815",90604,2020-10-30,2
"6816",90604,2020-10-31,1
"6817",90604,2020-11-01,1
"6818",90604,2020-11-02,2
"6819",90604,2020-11-03,1
"6820",90604,2020-11-04,3
"6821",90604,2020-11-06,4
"6822",90604,2020-11-07,1
"6823",90604,2020-11-08,2
"6824",90604,2020-11-09,4
"6825",90604,2020-11-10,2
"6826",90604,2020-11-11,2
"6827",90604,2020-11-12,2
"6828",90604,2020-11-14,2
"6829",90604,2020-11-15,2
"6830",90604,2020-11-16,2
"6831",90604,2020-11-17,2
"6832",90604,2020-11-18,1
"6833",90604,2020-11-19,2
"6834",90604,2020-11-20,2
"6835",90604,2020-11-21,1
"6836",90604,2020-11-22,1
"6837",90604,2020-11-23,2
"6838",90604,2020-11-24,1
"6839",90604,2020-11-25,3
"6840",90604,2020-11-26,1
"6841",90604,2020-11-27,2
"6842",90604,2020-11-28,1
"6843",90604,2020-11-29,1
"6844",90604,2020-11-30,2
"6845",90604,2020-12-01,3
"6846",90604,2020-12-02,2
"6847",90604,2020-12-03,1
"6848",90604,2020-12-04,1
"6849",90604,2020-12-05,1
"6850",90604,2020-12-06,2
"6851",90604,2020-12-07,1
"6852",90604,2020-12-08,5
"6853",90604,2020-12-10,2
"6854",90604,2020-12-11,2
"6855",90604,2020-12-12,1
"6856",90604,2020-12-13,3
"6857",90604,2020-12-15,4
"6858",90604,2020-12-16,1
"6859",90604,2020-12-17,1
"6860",90604,2020-12-18,2
"6861",90604,2020-12-19,1
"6862",90604,2020-12-20,1
"6863",90604,2020-12-21,1
"6864",90604,2020-12-22,1
"6865",90604,2020-12-23,1
"6866",90604,2020-12-25,1
"6867",90604,2020-12-27,1
"6868",90604,2020-12-28,2
"6869",90604,2020-12-29,2
"6870",90604,2020-12-31,1
"6871",90604,2021-01-01,1
"6872",90604,2021-01-02,2
"6873",90604,2021-01-03,4
"6874",90604,2021-01-04,1
"6875",90604,2021-01-05,1
"6876",90604,2021-01-06,2
"6877",90604,2021-01-07,2
"6878",90604,2021-01-09,2
"6879",90604,2021-01-10,3
"6880",90604,2021-01-11,3
"6881",90604,2021-01-12,1
"6882",90604,2021-01-13,3
"6883",90604,2021-01-14,1
"6884",90604,2021-01-15,1
"6885",90604,2021-01-16,1
"6886",90604,2021-01-17,1
"6887",90604,2021-01-18,1
"6888",90604,2021-01-19,1
"6889",90604,2021-01-20,1
"6890",90604,2021-01-21,2
"6891",90604,2021-01-22,2
"6892",90604,2021-01-23,1
"6893",90604,2021-01-24,1
"6894",90604,2021-01-26,2
"6895",90604,2021-01-27,5
"6896",90604,2021-01-29,1
"6897",90604,2021-01-30,1
"6898",90604,2021-01-31,1
"6899",90604,2021-02-01,2
"6900",90604,2021-02-02,2
"6901",90604,2021-02-03,4
"6902",90604,2021-02-05,2
"6903",90604,2021-02-06,2
"6904",90604,2021-02-07,1
"6905",90604,2021-02-08,2
"6906",90604,2021-02-09,3
"6907",90604,2021-02-10,1
"6908",90604,2021-02-11,4
"6909",90604,2021-02-13,2
"6910",90604,2021-02-14,3
"6911",90604,2021-02-15,1
"6912",90604,2021-02-16,2
"6913",90604,2021-02-17,2
"6914",90604,2021-02-18,2
"6915",90604,2021-02-19,1
"6916",90604,2021-02-20,1
"6917",90604,2021-02-21,1
"6918",90604,2021-02-22,2
"6919",90604,2021-02-23,1
"6920",90604,2021-02-27,2
"6921",90604,2021-02-28,1
"6922",90604,2021-03-01,4
"6923",90604,2021-03-02,1
"6924",90604,2021-03-03,1
"6925",90604,2021-03-04,1
"6926",90604,2021-03-05,3
"6927",90604,2021-03-06,4
"6928",90604,2021-03-07,2
"6929",90604,2021-03-08,4
"6930",90604,2021-03-11,1
"6931",90604,2021-03-12,1
"6932",90604,2021-03-13,2
"6933",90604,2021-03-14,3
"6934",90604,2021-03-15,2
"6935",90604,2021-03-16,2
"6936",90604,2021-03-17,3
"6937",90604,2021-03-18,4
"6938",90604,2021-03-19,2
"6939",90604,2021-03-21,2
"6940",90604,2021-03-24,1
"6941",90604,2021-03-25,2
"6942",90604,2021-03-26,3
