DateTime,Date/Time,H2S,Averaging Hour,ws,wd,latitude,longitude,Monitor,Join_Count,MinDist,Converted_Angle,Refinery
10/23/2021 5:20,10/23/2021 5:20,349.73,5 Min,3.06,269.68,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:25,10/23/2021 5:25,272.97,5 Min,3.53,266.11,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:30,10/23/2021 5:30,327.02,5 Min,3.38,281.1,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:35,10/23/2021 5:35,300.95,5 Min,1.71,284.01,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:40,10/23/2021 5:40,199.61,5 Min,0.99,273.7,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:45,10/23/2021 5:45,100.95,5 Min,2.11,298.65,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:50,10/23/2021 5:50,173.44,5 Min,3.09,296.77,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 5:55,10/23/2021 5:55,377.84,5 Min,4.36,285.08,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 6:00,10/23/2021 6:00,622.66,5 Min,4.82,286.97,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
10/23/2021 6:05,10/23/2021 6:05,516.3,5 Min,4.6,283.52,33.836781,-118.258583,213th&Chico,1,2873.053381,306,Marathon (Carson)
